Key,Id,English(en),Chinese (Simplified)(zh-Hans)
Exotext_002_StellarScribe,1844089413632,"The staff is embedded with seven star cores, each representing a different emotion. When casting a spell, the seven star cores illuminate in sequence, akin to translating a seven-line poem.",杖身镶嵌着七颗星核，每一颗对应一种情感。施法时，七颗星核会依次亮起，如同在翻译一首七行诗。
Exotext_002_ThoughtChime,1848879308800,"The sword body is hollow, with seven small bells embedded inside. When the sword is wielded, the sound of the bells resonates with the heartbeat of nearby companions. The more people resonate, the sharper the sword becomes.",剑身中空，内置七枚小铃。挥剑时，铃声会与附近伙伴的心跳共振。共振的人越多，剑越锋利。
Exotext_002_ThreadShot,1852721291264,"The bow is woven from countless intertwined threads of bonds, each thread originating from a genuine connection. When the bow is drawn, all those connected will feel a slight sensation - someone is thinking of them.",弓身由无数交织的羁绊丝线缠绕而成，每一根丝线都来自一段真实的联结。拉弓时，所有被联结的人都会微微感应到——有人在想念他们。
Exotext_002_VotiveEmber,1856248700928,"A dissipating sword, its body covered in cracks. With each use, another crack appears. It is said that when the sword is filled with cracks, it will completely disappear. But the user says that at that time, it will reignite elsewhere.",一把正在消散的剑，剑身布满裂痕，每使用一次，就会多一道裂痕。据说裂痕满布时，它会彻底消失。但使用者说，那时它会在别处重新燃起。
Exotext_003_DuoVoice,1861709684736,"One sword is engraved with question marks, while the other is engraved with full stops. The sword with question marks is responsible for asking questions, while the sword with full stops is responsible for answering. Sometimes the sword with question marks takes the initiative, and sometimes the sword with full stops responds first.",一柄剑上刻满问号，另一柄上刻满句号。问号剑负责提问，句号剑负责回答。有时是问号先出手，有时是句号先回应。
Exotext_003_EdgeText,1864591171584,"A nearly transparent sword emerges only when determination is set. The blade is extremely thin, so thin that it can cut through thoughts.",一柄近乎透明的剑，只有在决心已定的时候才会显现。剑身极薄，薄到可以斩断念头。
Exotext_003_MnemonicTool,1874540060672,"A scroll that can extend infinitely. Every time a memory is recorded, the scroll grows one inch. It is said that someone has recorded their entire life, and the length of the scroll is enough to encircle the singularity of the mind.",一卷可以无限延伸的卷轴。每记录一段记忆，卷轴就长一寸。据说有人记录了整整一生，卷轴的长度足以环绕心象奇点。
Exotext_003_StellarScribe,1877429936128,"The tip of the staff always shines with a faint light, like a lighthouse guiding ships at night. Users won't get lost in the darkness, as the light from the tip of the staff points to the nearest star.",杖尖永远亮着一点微光，如同夜航的灯塔。使用者在黑暗中不会迷路，因为杖尖的光会指向最近的一颗星。
Exotext_003_ThoughtChime,1880290451456,"A bell that can ring out memories. When gently shaken, one can hear the voice of someone who has gone far away. The harder it is shaken, the clearer the voice becomes, but it also dissipates faster.",一枚可以摇响记忆的铃。轻摇时，会听见某个已经远去的人的声音。摇得越重，声音越清晰，但也消散得越快。
Exotext_003_ThreadShot,1882890919936,"A bow that always points in a certain direction. The owner of the bow points it towards home, shooting arrow after arrow day after day, but none of them ever reach their target.",一把永远指向某个方向的弓。弓的主人把它指向家的方向，日复一日地射出一支又一支不会抵达的箭。
Exotext_003_VotiveEmber,1885621411840,"It appears to be an ordinary wooden staff, with a stone no longer shining embedded at its tip. Yet, it remains perpetually warm, even in the coldest winter. Anyone who touches it will be reminded of someone who has departed.",一柄看似普通的木杖，杖头镶着一颗不再发光的石头。但它永远温热，哪怕在最冷的冬天。触摸它的人，会想起某个已经离开的人。
Exotext_004_DuoVoice,1890377752576,"The sword in the left hand is named ""Retain"", featuring a barbed blade that is difficult to extract once it has been stabbed; the sword in the right hand is named ""Let Go"", with a smooth blade that can be easily withdrawn with a single strike.",左手剑名为“挽留”，剑身有倒钩，刺中后难以拔出；右手剑名为“放手”，剑身光滑，一击即退。
Exotext_004_EdgeText,1894169403392,"A broken sword, with its tip nowhere to be found. Yet it remains sharp - for the sharpest are often the unspoken words.",一柄断剑，剑尖不知所踪。但它依然锋利——因为最锋利的，往往是那些没有说完的话。
Exotext_004_MnemonicTool,1899915599872,"A tiny carving knife can etch memories onto any material. The carved stone speaks, the carved wind sings, and the carved person - will never be forgotten.",一把细小的刻刀，可以在任何材质上刻下记忆。被刻过的石头会说话，被刻过的风会唱歌，被刻过的人——永远不会被忘记。
Exotext_004_StellarScribe,1905636630528,"A short and compact staff, with a childhood rhyme carved on its body. When casting spells, a chorus of children's voices will ring out, reminding those who hear it that they too were once children.",一把短小的法杖，杖身刻着儿时的歌谣。施法时，会响起童声合唱，让听见的人想起自己也曾是个孩子。
Exotext_004_ThoughtChime,1908253876224,"A bell that can only be rung when it's pressed against your heart. When it rings, the hearts of all those nearby who share a bond with you will beat in sync.",一枚只有贴在心口才能敲响的铃。敲响时，附近所有与你有羁绊的人，心脏都会同步跳动一下。
Exotext_004_ThreadShot,1912045527040,"After being shot, the arrow will transform into thousands of paper cranes, each carrying a blessing. It does not harm people, but only heals.",箭矢射出后会化作千只纸鹤，每一只都载着一句祝福。不伤人，只治愈。
Exotext_004_VotiveEmber,1914637606912,"A candle that has never been extinguished still has a white wick. Its owner has been waiting for a moment worth igniting. But after waiting for too long, they have forgotten what they were waiting for.",一根从未燃尽的蜡烛，烛芯还是白的。它的主人一直在等一个值得点燃的时刻。但等得太久，已经忘了自己在等什么。
Exotext_005_DuoVoice,1931309965312,"Two identical swords, like mirror images. Only those who truly understand each other can wield them simultaneously - the swords will speak for their masters what they cannot say.",两把完全相同的剑，仿佛镜像。只有真正心意相通的人才能同时使用——剑会替主人说出那些说不出口的话。
Exotext_005_EdgeText,1936603176960,"A short sword, with ""Hello"" and ""Goodbye"" engraved on its blade. Every time the sword is drawn, it is a greeting; every time it is sheathed, it is a farewell.",一柄短剑，剑身刻着“你好”与“再见”。每次出剑，都是一次问候；每次收剑，都是一次告别。
Exotext_005_MnemonicTool,1940235444224,"A peculiar stone slab can ""carve"" memories that one wishes to forget. The moment it is carved, the memory disappears, and a scene emerges on the stone slab. However, the stone slab will become heavier and heavier until one day, the bearer can no longer walk.",一块奇特的石板，可以“刻下”想要忘记的记忆。刻下的瞬间，记忆消失，石板上浮现出画面。但石板会越来越重，直到有一天，背负者再也走不动。
Exotext_005_StellarScribe,1942961741824,"A nameless staff, as its owner has yet to find his or her own star. A small inscription is carved on the staff: ""When you find that star, come and name me.""",一把没有名字的法杖，因为它的主人还没有找到属于自己的那颗星。杖身刻着一行小字：“等你找到那颗星，再来给我起名字。”
Exotext_005_ThoughtChime,1945759342592,A bell that never rings. But its very existence is a kind of sound - the echo of "some words are never necessary to say".,一枚永远不会响的铃。但它存在本身，就是一种声音——那是“有些话永远不必说”的回响。
Exotext_005_ThreadShot,1948707938304,"A peculiar bow, whose arrows, upon hitting their target, will bounce back to the archer's hand, carrying back the heartbeat of the person struck.",一把奇特的弓，射出的箭会在命中后反弹回射手手中，带回命中之人的心跳声。
Exotext_005_VotiveEmber,1954395414528,"Two intertwined glimmers of light originated from two people who made vows to each other. Their wishes were granted, and they both burned out at the moment they were fulfilled. Yet, the embers remained intertwined, never to be separated again.",两缕缠绕在一起的微光，来自两个相互许愿的人。他们的愿望都实现了，也都在实现的那一刻燃尽了。但余烬缠绕在一起，不再分开。
